股票名称,代码,今开,最高,最低,成交量,涨停,内盘,成交额,委比,流通市值,市盈率,每股收益,总股本,昨收,换手率,跌停,外盘,振幅,量比,总市值,高净率,每股净资产,流通股本
 正海生物,300653,60,60.35,58.51, 1.87万手,67.61, 9144手, 1.11亿,-83.64%, 25.54亿,53.92,0.27, 8000.00万,61.46,4.31%, non, 9511手,2.99%, --, 47.20亿,9.35,6.31, 4328.00万
 星云股份,300648,25,25.4,24.71, 2.09万手,27.5, 1.04万手, 5221.50万,9.65%, 13.61亿,523.16,0.02, 1.35亿,25,3.90%, non, 1.05万手,2.76%, --, 34.39亿,3.32,7.66, 5356.39万
 太龙照明,300650,15.37,15.7,15.35, 4740手,17.03, 2129手, 734.85万,-23.19%, 11.51亿,53.47,0.12, 1.07亿,15.48,0.64%, non, 2610手,2.26%, --, 16.63亿,2.05,7.54, 7430.36万
 杭州园林,300649,27.79,27.82,27.33, 9151手,30.18, 5032手, 2523.77万,59.03%, 8.80亿,56.71,0.12, 1.28亿,27.44,2.86%, non, 4119手,1.79%, --, 35.21亿,10.69,2.57, 3200.00万
 晶瑞股份,300655,17.88,18.6,17.88, 4.57万手,19.87, 2.17万手, 8331.07万,65.94%, 15.57亿,75.27,0.11, 1.51亿,18.06,5.43%, non, 2.39万手,3.99%, --, 27.95亿,3.53,5.25, 8409.64万
 正丹股份,300641,6.72,6.73,6.6, 4.46万手,7.4, 2.48万手, 2979.49万,-22.09%, 14.99亿,35.68,0.09, 4.90亿,6.73,2.00%, non, 1.98万手,1.93%, --, 32.85亿,2.5,2.68, 2.23亿
 德艺文创,300640,11.18,11.39,11.06, 1.74万手,12.3, 7803手, 1963.67万,-57.22%, 5.87亿,55.38,0.09, 1.44亿,11.18,3.37%, non, 9643手,2.95%, --, 16.33亿,3.11,3.65, 5176.35万
 南京聚隆,300644,41.7,41.77,40.55, 2.05万手,45.87, 1.20万手, 8412.63万,-11.29%, 6.62亿,113.26,0.09, 6400.00万,41.7,12.79%, non, 8478手,2.93%, --, 26.47亿,3.88,10.66, 1600.00万
 正元智慧,300645,30.79,31.17,30.58, 4730手,34.03, 2360手, 1462.23万,-31.34%, 14.09亿, --,-0.05, 6666.67万,30.94,1.04%, non, 2369手,1.91%, --, 20.68亿,3.81,8.14, 4541.91万
 侨源气体,300646,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 同和药业,300636,20.66,21.24,20.45, 2811手,22.73, 1460手, 587.85万,3.85%, 8.69亿,69.65,0.07, 8139.50万,20.66,0.67%, non, 1351手,3.82%, --, 16.92亿,2.62,7.95, 4181.11万
 超频三,300647,18.8,20.25,18.31, 21.61万手,20.25, 12.24万手, 4.25亿,100.00%, 10.93亿,194.69,0.05, 2.21亿,18.41,40.02%, non, 9.37万手,10.54%, --, 44.82亿,4.81,4.21, 5399.96万
 开立医疗,300633,29.05,31.78,29.05, 3.26万手,31.78, 1.28万手, 1.01亿,100.00%, 38.66亿,53.89,0.29, 4.00亿,28.89,2.68%, non, 1.98万手,9.45%, --, 127.12亿,10.92,2.91, 1.22亿
 透景生命,300642,46.66,48.74,46.65, 6073手,51.61, 3089手, 2902.11万,-12.98%, 25.57亿,84.32,0.21, 9084.32万,46.92,1.14%, non, 2984手,4.45%, --, 43.60亿,3.1,15.47, 5326.65万
 广和通,300638,27.37,28.38,27.03, 2.82万手,30.18, 1.41万手, 7791.68万,-13.34%, 11.17亿,75.73,0.18, 1.20亿,27.44,7.07%, non, 1.41万手,4.92%, --, 33.59亿,8.82,3.17, 3990.00万
 万通智控,300643,9.42,9.53,9.26, 2.26万手,10.26, 1.12万手, 2118.84万,-39.74%, 6.68亿,1039.06,0, 2.00亿,9.33,3.20%, non, 1.14万手,2.89%, --, 18.90亿,4.58,2.07, 7068.61万
 扬帆新材,300637,26.31,27.17,26.21, 2.70万手,28.61, 1.44万手, 7211.40万,-4.12%, 17.14亿,30.87,0.22, 1.24亿,26.01,4.21%, non, 1.27万手,3.69%, --, 32.97亿,5.55,4.81, 6423.60万
 达安股份,300635,16.63,16.77,16.12, 2.98万手,18.32, 1.79万手, 4904.69万,1.81%, 6.66亿,45.06,0.09, 1.36亿,16.65,7.42%, non, 1.19万手,3.90%, --, 22.52亿,3.7,4.49, 4012.56万
 彩讯股份,300634,36.9,37.92,36.25, 5.57万手,40.82, 3.03万手, 2.07亿,-16.70%, 15.05亿,164.3,0.06, 4.00亿,37.11,13.93%, non, 2.55万手,4.50%, --, 150.44亿,13.6,2.77, 4001.00万
 凯普生物,300639,17.7,18.1,17.44, 1.12万手,19.4, 5278手, 1996.05万,4.72%, 16.19亿,66.52,0.14, 1.82亿,17.64,1.24%, non, 5893手,3.74%, --, 32.73亿,1.67,10.77, 9002.25万
 光莆股份,300632,12.62,12.79,12.52, 7584手,13.88, 3986手, 962.77万,-1.34%, 6.15亿,40.26,0.1, 1.51亿,12.62,1.57%, non, 3597手,2.14%, --, 19.16亿,2.8,4.54, 4830.77万
 久吾高科,300631,18.36,18.7,18.2, 7064手,20.38, 3996手, 1306.83万,-12.26%, 12.82亿,154.05,0.03, 1.03亿,18.53,1.02%, non, 3068手,2.70%, --, 18.99亿,3.25,5.69, 6930.40万
 普利制药,300630,60.99,67.18,60.6, 1.43万手,67.44, 4273手, 9294.31万,-76.34%, 65.29亿,97.13,0.25, 1.83亿,61.31,1.45%, non, 1.00万手,10.73%, --, 120.84亿,10.73,6.15, 9897.65万
 维业股份,300621,11.73,11.88,11.69, 8970手,12.98, 4433手, 1058.53万,17.10%, 7.59亿,17.39,0.26, 2.08亿,11.8,1.40%, non, 4537手,1.61%, --, 24.70亿,1.99,5.97, 6385.71万
 光库科技,300620,41.58,42.87,40.88, 3.33万手,46.6, 1.74万手, 1.39亿,-3.04%, 9.22亿,56.59,0.19, 8800.00万,42.36,15.14%, non, 1.59万手,4.70%, --, 36.86亿,7.49,5.59, 2200.00万
 亿联网络,300628,61.57,62.57,61.56, 1.23万手,67.83, 5879手, 7645.06万,-25.58%, 46.39亿,23.62,1.31, 2.99亿,61.66,1.65%, non, 6421手,1.64%, --, 185.54亿,3.04,20.43, 7468.00万
 金银河,300619,29.44,29.64,29.02, 5114手,32.19, 2559手, 1505.29万,18.27%, 9.88亿,139.81,0.05, 7468.00万,29.26,1.53%, non, 2554手,2.12%, --, 22.05亿,5.24,5.63, 3346.50万
 安靠智电,300617,24.67,24.75,24.32, 2341手,27.08, 1405手, 574.27万,-42.54%, 9.03亿,24.16,0.38, 1.00亿,24.62,0.64%, non, 935手,1.75%, --, 24.59亿,1.96,12.57, 3670.50万
 三雄极光,300625,18.43,18.63,18.36, 5562手,20.33, 2966手, 1028.64万,-43.19%, 16.91亿,35.61,0.13, 2.80亿,18.48,0.61%, non, 2596手,1.46%, --, 51.91亿,2.26,8.2, 9119.44万
 新劲刚,300629,18.8,19.55,18.7, 1.18万手,20.64, 5611手, 2274.42万,-6.33%, 8.31亿,173.84,0.04, 1.00亿,18.76,2.72%, non, 6178手,4.53%, --, 19.20亿,3.63,5.29, 4326.65万
 万兴科技,300624,72.05,73.12,71.11, 3.73万手,81.07, 1.94万手, 2.70亿,82.08%, 14.55亿,61.97,0.29, 8000.00万,73.7,18.66%, non, 1.79万手,2.73%, --, 58.21亿,9.93,7.32, 2000.00万
 博士眼镜,300622,18.78,18.92,18.63, 6656手,20.64, 3238手, 1249.87万,32.79%, 7.24亿,34.77,0.14, 8701.00万,18.76,1.74%, non, 3417手,1.55%, --, 16.42亿,3.48,5.42, 3835.00万
 宣亚国际,300612,17.99,19.44,17.8, 4.27万手,19.81, 2.41万手, 7930.45万,-18.89%, 8.41亿,577.83,0.02, 1.62亿,18.01,9.42%, non, 1.86万手,9.11%, --, 30.07亿,7.01,2.65, 4533.74万
 华瑞股份,300626,8.83,8.83,8.58, 9520手,9.67, 4948手, 829.49万,-58.35%, 8.20亿,36.51,0.11, 1.80亿,8.79,1.01%, non, 4571手,2.84%, --, 15.73亿,1.76,4.96, 9387.65万
 尚品宅配,300616,89.3,93.45,88.61, 7395手,97.9, 3815手, 6699.02万,-61.25%, 60.19亿, --,-0.3, 1.99亿,89,1.10%, non, 3580手,5.44%, --, 178.63亿,3.83,23.47, 6695.59万
 寒锐钴业,300618,124.65,127.25,123.99, 3.53万手,136.06, 1.88万手, 4.43亿,34.61%, 142.37亿,23.53,2.12, 1.92亿,123.69,3.10%, non, 1.65万手,2.64%, --, 239.81亿,12.34,10.12, 1.14亿
 捷捷微电,300623,32.98,33.95,32.72, 3.63万手,36.41, 1.65万手, 1.21亿,17.61%, 33.14亿,45.63,0.36, 1.80亿,33.1,3.70%, non, 1.98万手,3.72%, --, 60.75亿,2.52,13.4, 9804.00万
 欣天科技,300615,17,17.84,16.44, 9.76万手,18.54, 4.73万手, 1.66亿,-30.30%, 6.81亿,233.04,0.03, 1.47亿,16.85,25.22%, non, 5.03万手,8.31%, --, 25.92亿,3.1,5.69, 3870.00万
 晨化股份,300610,11.69,11.86,11.61, 5386手,12.91, 3155手, 631.33万,-45.87%, 5.85亿,37.18,0.08, 1.51亿,11.74,1.08%, non, 2230手,2.13%, --, 17.72亿,2.53,4.65, 4974.16万
 美力科技,300611,10.73,10.92,10.68, 1.74万手,11.87, 9209手, 1886.08万,-39.69%, 7.37亿,56.71,0.05, 1.79亿,10.79,2.57%, non, 8237手,2.22%, --, 19.45亿,2.84,3.82, 6777.22万
 汇纳科技,300609,26.6,28.8,26.6, 1.09万手,29.43, 5106手, 3034.76万,-70.24%, 14.80亿, --,0, 1.01亿,26.75,2.07%, non, 5840手,8.22%, --, 28.24亿,5.95,4.71, 5288.31万
 思特奇,300608,17.92,18.15,17.65, 5322手,19.86, 2984手, 953.88万,-24.95%, 12.46亿, --,-0.56, 1.06亿,18.05,0.77%, non, 2338手,2.77%, --, 19.13亿,2.64,6.82, 6912.52万
 富瀚微,300613,124.22,126.48,124.01, 4921手,137.72, 2343手, 6172.19万,42.90%, 16.31亿,93.71,0.34, 4531.59万,125.2,3.80%, non, 2578手,1.97%, --, 57.10亿,5.94,21.21, 1294.45万
 拓斯达,300607,41.5,43.24,41.32, 1.59万手,45.44, 7769手, 6707.50万,3.88%, 24.29亿,41,0.26, 1.30亿,41.31,2.77%, non, 8110手,4.65%, --, 55.24亿,6.92,6.12, 5735.96万
 金太阳,300606,20.84,21,20.51, 3493手,23.07, 2019手, 724.26万,-4.05%, 6.83亿,33.14,0.31, 8920.00万,20.97,1.06%, non, 1473手,2.34%, --, 18.52亿,3.82,5.43, 3288.12万
 恒锋信息,300605,15.83,15.9,15.6, 6997手,17.25, 3303手, 1103.45万,-51.64%, 7.69亿,122.13,0.04, 1.10亿,15.68,1.45%, non, 3694手,1.91%, --, 17.47亿,2.98,5.32, 4841.41万
 瑞特股份,300600,17.8,18.08,17.67, 6793手,19.49, 3154手, 1209.60万,18.51%, 11.83亿,30.01,0.24, 1.60亿,17.72,1.03%, non, 3638手,2.31%, --, 28.66亿,1.97,9.11, 6604.00万
 立昂技术,300603,--, --, --, --,39.19, --, --, --, 20.46亿, --,-0.05, 1.02亿,35.63, --, non, --, --, --, 36.52亿,8.66,4.11, 5743.32万
 长川科技,300604,37.93,41,37.93, 5.77万手,41.35, 2.65万手, 2.28亿,-33.86%, 26.34亿,196.79,0.1, 1.48亿,37.59,8.78%, non, 3.12万手,8.17%, --, 59.46亿,7.23,5.55, 6567.28万
 飞荣达,300602,41,41.99,38.9, 4.90万手,44.4, 2.86万手, 1.97亿,-65.67%, 24.54亿,63.52,0.32, 2.04亿,40.36,7.95%, non, 2.04万手,7.66%, --, 81.29亿,4.01,9.92, 6163.72万
 康泰生物,300601,38.43,41.88,38.43, 11.81万手,41.88, 6.27万手, 4.80亿,100.00%, 100.39亿,60.4,0.26, 6.34亿,38.07,4.93%, non, 5.54万手,9.06%, --, 265.46亿,13.67,3.06, 2.40亿
 诚迈科技,300598,27.47,27.47,25.6, 5.85万手,27.47, 3.75万手, 1.56亿,-21.31%, 12.52亿, --,-0.08, 8000.00万,24.97,12.09%, non, 2.10万手,7.49%, --, 20.70亿,4.67,5.54, 4836.64万
 利安隆,300596,26.6,28.38,26.6, 1.74万手,29.86, 6331手, 4835.71万,-57.12%, 34.42亿,35.63,0.2, 1.80亿,27.15,1.42%, non, 1.11万手,6.56%, --, 50.58亿,5.43,5.17, 1.22亿
 雄塑科技,300599,11.15,11.37,11.12, 1.61万手,12.31, 8628手, 1810.56万,-35.03%, 10.17亿,21.94,0.13, 3.04亿,11.19,1.78%, non, 7477手,2.23%, --, 34.14亿,2.66,4.22, 9060.00万
 熙菱信息,300588,10.51,10.97,10.49, 2.73万手,11.62, 1.12万手, 2939.56万,11.40%, 8.09亿, --,-0.15, 1.60亿,10.56,3.65%, non, 1.61万手,4.55%, --, 17.31亿,5.04,2.15, 7478.00万
 欧普康视,300595,35.23,36.45,35.1, 1.39万手,38.75, 7379手, 4973.97万,-15.49%, 48.63亿,55.83,0.29, 2.24亿,35.23,1.02%, non, 6523手,3.83%, --, 79.55亿,5.22,6.81, 1.37亿
 万里马,300591,6.48,6.6,6.47, 9017手,7.13, 3672手, 590.27万,-53.98%, 7.21亿, --,-0.02, 3.12亿,6.48,0.83%, non, 5344手,2.01%, --, 20.59亿,4.56,1.45, 1.09亿
 吉大通信,300597,13.51,14.19,13.45, 3.31万手,14.96, 1.51万手, 4563.39万,40.57%, 10.33亿,299.14,0.01, 2.40亿,13.6,4.51%, non, 1.80万手,5.44%, --, 33.72亿,4.63,3.03, 7350.00万
 华凯创意,300592,11.04,11.23,11.04, 9665手,12.23, 4363手, 1076.20万,20.74%, 9.22亿,172.19,0.02, 1.22亿,11.12,1.17%, non, 5302手,1.71%, --, 13.65亿,2.74,4.07, 8271.43万
 新雷能,300593,16,16.32,16, 5793手,17.78, 3077手, 937.03万,27.85%, 10.84亿,44.59,0.18, 1.16亿,16.16,0.87%, non, 2715手,1.98%, --, 18.72亿,3.28,4.94, 6691.03万
 移为通信,300590,19.86,20.86,19.83, 2.50万手,22, 1.37万手, 5065.04万,78.34%, 19.99亿,144.01,0.04, 1.60亿,20,2.58%, non, 1.13万手,5.15%, --, 32.98亿,4.25,4.84, 9700.00万
 美联新材,300586,13.66,14.16,13.45, 15.82万手,14.8, 8.11万手, 2.17亿,-4.58%, 8.49亿,70.77,0.12, 2.40亿,13.45,25.84%, non, 7.71万手,5.28%, --, 33.29亿,2.22,6.26, 6121.25万
 江龙船艇,300589,11.38,11.99,11.26, 4.09万手,12.52, 1.82万手, 4786.22万,-56.54%, 7.02亿, --,-0.02, 2.03亿,11.38,6.82%, non, 2.27万手,6.41%, --, 23.73亿,4.27,2.74, 6002.77万
 海辰药业,300584,32.11,33.49,32.11, 1.82万手,34.98, 9252手, 5985.62万,52.70%, 15.45亿,48.02,0.34, 1.20亿,31.8,3.84%, non, 8961手,4.34%, --, 39.10亿,7.25,4.49, 4742.36万
 奥联电子,300585,11.69,11.98,11.69, 1.38万手,12.89, 7864手, 1631.36万,15.92%, 9.95亿,31.76,0.09, 1.62亿,11.72,1.65%, non, 5930手,2.47%, --, 19.22亿,4.11,2.89, 8371.30万
 天铁股份,300587,17.83,18.1,17.76, 6050手,19.69, 3155手, 1084.92万,25.45%, 7.46亿,731.93,0.01, 1.06亿,17.9,1.45%, non, 2894手,1.90%, --, 19.06亿,2.18,8.22, 4170.02万
 英飞特,300582,11.09,11.27,11.05, 7625手,12.26, 3943手, 852.68万,-21.92%, 13.38亿,38.57,0.07, 2.01亿,11.15,0.64%, non, 3681手,1.97%, --, 22.55亿,2.41,4.66, 1.19亿
 晨曦航空,300581,11.31,11.48,11.26, 1.21万手,12.41, 6026手, 1379.72万,-50.00%, 6.84亿, --,-0.02, 1.72亿,11.28,2.03%, non, 6086手,1.95%, --, 19.70亿,1.86,6.17, 5966.00万
 贝斯特,300580,14.46,14.72,14.4, 8661手,16.01, 4540手, 1261.62万,-51.95%, 9.66亿,23.22,0.16, 2.00亿,14.55,1.31%, non, 4121手,2.20%, --, 29.24亿,2.28,6.43, 6610.64万
 安车检测,300572,45,46.19,45, 6621手,49.54, 2764手, 3033.02万,-2.17%, 25.38亿,45.9,0.49, 1.21亿,45.04,1.18%, non, 3856手,2.64%, --, 54.96亿,9.11,4.99, 5590.98万
 数字认证,300579,25.68,26.1,25.61, 8438手,28.27, 3797手, 2182.41万,-39.59%, 11.22亿,128.31,0.08, 1.20亿,25.7,1.96%, non, 4640手,1.91%, --, 31.24亿,3.78,6.89, 4311.16万
 会畅通讯,300578,19.55,19.79,19, 4.97万手,21.22, 2.47万手, 9657.19万,-0.17%, 11.76亿,109.91,0.08, 1.32亿,19.29,8.32%, non, 2.50万手,4.10%, --, 26.05亿,4.92,3.99, 5979.10万
 赛托生物,300583,39.22,40.39,39.2, 7850手,43.13, 3999手, 3138.05万,39.80%, 13.63亿,36.54,0.27, 1.08亿,39.21,2.31%, non, 3850手,3.03%, --, 43.23亿,2.51,15.92, 3404.39万
 平治信息,300571,59.19,59.35,56.99, 1.45万手,65.06, 9007手, 8424.32万,2.13%, 40.33亿,36.89,0.6, 1.20亿,59.15,2.10%, non, 5499手,3.99%, --, 70.42亿,12.15,4.81, 6894.30万
 开润股份,300577,34.86,36.1,34.83, 2757手,38.36, 1339手, 981.58万,-46.92%, 22.73亿,56.19,0.29, 2.18亿,34.87,0.43%, non, 1418手,3.64%, --, 77.60亿,8.21,4.34, 6375.52万
 容大感光,300576,14.35,14.87,14.12, 1.16万手,15.73, 5277手, 1686.20万,-27.18%, 5.85亿,50.64,0.07, 1.20亿,14.3,2.91%, non, 6339手,5.24%, --, 17.59亿,4.23,3.47, 3991.39万
 中旗股份,300575,34.02,34.3,33.6, 3344手,37.51, 1938手, 1136.69万,3.45%, 11.68亿,18.44,0.46, 7335.00万,34.1,0.97%, non, 1406手,2.05%, --, 24.90亿,2.39,14.22, 3439.10万
 兴齐眼药,300573,16.85,17,16.7, 2461手,18.45, 1078手, 415.91万,-18.78%, 8.95亿, --,-0.03, 8000.00万,16.77,0.47%, non, 1383手,1.79%, --, 13.58亿,2.48,6.85, 5272.35万
 星源材质,300568,34.54,35.72,34.06, 4.36万手,37.97, 2.10万手, 1.52亿,70.85%, 45.52亿,22.21,0.8, 1.92亿,34.52,3.39%, non, 2.26万手,4.81%, --, 67.91亿,4.98,7.1, 1.29亿
 激智科技,300566,16.33,16.64,16.19, 1.13万手,17.96, 6121手, 1852.36万,57.42%, 15.48亿,46.12,0.12, 1.62亿,16.33,1.20%, non, 5181手,2.76%, --, 26.44亿,3.15,5.19, 9458.33万
 太辰光,300570,16.4,16.82,16.18, 5.18万手,18.06, 2.55万手, 8544.26万,-1.45%, 15.84亿,30.79,0.27, 2.30亿,16.42,5.46%, non, 2.64万手,3.90%, --, 38.41亿,3.41,4.9, 9486.95万
 天能重工,300569,13.06,13.14,12.92, 1.13万手,14.31, 6143手, 1473.09万,-13.37%, 13.71亿,26.12,0.13, 1.50亿,13.01,1.08%, non, 5172手,1.69%, --, 19.59亿,1.15,11.32, 1.05亿
 贝达药业,300558,45,46.68,44.55, 1.78万手,49.58, 6808手, 8184.46万,59.90%, 78.39亿,108.22,0.11, 4.01亿,45.07,1.05%, non, 1.10万手,4.73%, --, 185.22亿,8.88,5.2, 1.70亿
 汇金科技,300561,17.03,17.5,16.89, 3.11万手,18.98, 1.78万手, 5339.05万,-63.23%, 11.51亿,76.92,0.11, 1.71亿,17.25,4.64%, non, 1.34万手,3.54%, --, 29.23亿,2.11,8.13, 6715.89万
 中富通,300560,18.78,19.49,18.55, 3.45万手,20.56, 1.58万手, 6560.25万,68.26%, 11.71亿,82.92,0.09, 1.58亿,18.69,5.67%, non, 1.86万手,5.03%, --, 30.39亿,4.11,4.68, 6079.41万
 科信技术,300565,12.9,13.88,12.88, 3.34万手,14.43, 1.65万手, 4465.42万,32.99%, 9.62亿,87,0.05, 2.08亿,13.12,4.70%, non, 1.69万手,7.62%, --, 28.18亿,2.87,4.71, 7096.96万
 集智股份,300553,33.03,33.37,32.91, 1601手,36.32, 691手, 530.88万,13.40%, 5.57亿,179.2,0.05, 4800.00万,33.02,0.96%, non, 909手,1.39%, --, 15.96亿,4.92,6.76, 1674.68万
 神宇股份,300563,23.7,24.3,23.61, 5056手,26.17, 2563手, 1213.51万,16.76%, 7.74亿,34.44,0.18, 8000.00万,23.79,1.58%, non, 2493手,2.90%, --, 19.31亿,4.18,5.77, 3207.50万
 乐心医疗,300562,14.1,14.58,14.01, 1.39万手,15.59, 7511手, 1995.43万,73.98%, 11.99亿,215.25,0.02, 1.89亿,14.17,1.66%, non, 6411手,4.02%, --, 27.02亿,5.24,2.73, 8375.94万
 佳发教育,300559,39.59,40.1,38.4, 1.69万手,43.76, 8991手, 6605.63万,-7.56%, 29.87亿,183.82,0.1, 1.40亿,39.78,2.22%, non, 7935手,4.27%, --, 54.67亿,4.41,8.88, 7623.69万
 理工光科,300557,26.41,26.91,26.41, 2016手,29.26, 1237手, 539.43万,50.77%, 9.19亿, --,-0.27, 5566.85万,26.6,0.59%, non, 779手,1.88%, --, 14.94亿,3.31,8.12, 3425.52万
 万集科技,300552,17.44,17.7,17.35, 3086手,19.36, 1633手, 541.83万,28.63%, 7.02亿, --,-0.15, 1.08亿,17.6,0.78%, non, 1453手,1.99%, --, 19.13亿,2.57,6.86, 3976.20万
 丝路视觉,300556,18.64,19.8,18.58, 3.50万手,20.55, 1.70万手, 6682.21万,40.39%, 11.92亿, --,-0.16, 1.15亿,18.68,5.62%, non, 1.80万手,6.53%, --, 21.98亿,5.61,3.41, 6230.04万
 川环科技,300547,20.47,20.96,20.31, 1.66万手,22.45, 9107手, 3434.45万,59.55%, 12.84亿,21.69,0.48, 1.23亿,20.41,2.70%, non, 7521手,3.18%,0.91, 25.72亿,3.63,5.74, 6163.52万
 路通视信,300555,9,9.12,8.96, 1.43万手,9.96, 7335手, 1295.71万,-23.85%, 8.42亿,84.77,0.03, 2.00亿,9.05,1.54%, non, 6996手,1.77%,499.32, 18.16亿,2.85,3.19, 9276.37万
 和仁科技,300550,37.2,37.29,36.64, 4607手,41, 2984手, 1696.67万,43.20%, 10.74亿,253.39,0.04, 8322.00万,37.27,1.57%, non, 1623手,1.74%,223.57, 30.54亿,5.98,6.13, 2927.00万
 优德精密,300549,14.48,14.72,14.48, 3849手,16.01, 1752手, 561.94万,-43.47%, 8.92亿,36.52,0.2, 1.33亿,14.55,0.63%, non, 2097手,1.65%,5.62, 19.49亿,3.96,3.69, 6104.00万
 朗科智能,300543,17.42,17.95,17.38, 2.03万手,19.2, 8922手, 3571.79万,39.89%, 7.50亿,79.74,0.06, 1.20亿,17.45,4.75%, non, 1.13万手,3.27%,0.56, 21.13亿,3.2,5.51, 4260.00万
 博创科技,300548,32.2,32.88,31.87, 8565手,35.45, 4002手, 2774.76万,40.74%, 11.15亿,48.1,0.17, 8267.00万,32.23,2.51%, non, 4562手,3.13%,97.17, 27.02亿,4.27,7.65, 3411.00万
 三超新材,300554,27.55,27.8,27, 3.07万手,30.23, 1.61万手, 8397.64万,-41.95%, 15.58亿,12.31,1.01, 9360.00万,27.48,5.44%, non, 1.46万手,2.91%, --, 25.85亿,2.73,10.11, 5639.36万
 横河模具,300539,8.6,8.63,8.44, 9249手,9.37, 5138手, 787.93万,-9.55%, 5.21亿,130.27,0.02, 2.09亿,8.52,1.52%, non, 4111手,2.23%,0.11, 17.89亿,4.7,1.82, 6086.41万
 古鳌科技,300551,12.53,12.63,12.38, 9566手,13.78, 5752手, 1199.10万,-43.81%, 8.14亿, --,-0.18, 1.10亿,12.53,1.47%, non, 3813手,2.00%,442.78, 13.80亿,1.8,6.97, 6489.27万
 同益股份,300538,20.51,20.6,20.22, 5462手,22.43, 2416手, 1116.03万,-37.17%, 4.91亿,55.19,0.14, 8429.22万,20.39,2.28%, non, 3046手,1.86%,0.2, 17.25亿,2.85,7.18, 2399.65万
 雄帝科技,300546,25.9,26.57,25.07, 4.39万手,28.96, 2.37万手, 1.13亿,78.12%, 16.62亿, --,-0.03, 1.35亿,26.33,6.82%, non, 2.01万手,5.70%,86.7, 34.92亿,5.52,4.68, 6433.79万
 陇神戎发,300534,8.23,8.57,8.16, 6.21万手,9.03, 2.77万手, 5182.33万,16.82%, 16.82亿,117.87,0.04, 3.03亿,8.21,3.06%, non, 3.44万手,4.99%,1.33, 25.18亿,3.5,2.37, 2.03亿
 联得装备,300545,21.57,21.8,21.35, 9037手,23.58, 4003手, 1946.78万,9.69%, 10.03亿,41.78,0.26, 1.44亿,21.44,1.95%, non, 5034手,2.10%,0.42, 31.20亿,5.75,3.77, 4633.29万
 新晨科技,300542,13.79,14.3,13.79, 2.42万手,15.31, 1.14万手, 3399.86万,-32.53%, 7.98亿, --,-0.08, 1.55亿,13.92,4.29%, non, 1.28万手,3.66%,0.65, 21.95亿,2.19,6.45, 5635.01万
 今天国际,300532,14.8,15.05,14.8, 1.47万手,16.3, 7677手, 2192.16万,-45.39%, 17.82亿,41.55,0.16, 2.77亿,14.82,1.23%, non, 7039手,1.69%,0.36, 41.39亿,2.83,5.27, 1.19亿
 优博讯,300531,14.61,14.77,14.38, 2.51万手,16.11, 1.43万手, 3657.08万,-27.19%, 17.88亿,39.32,0.09, 2.80亿,14.65,2.06%, non, 1.08万手,2.66%,0.52, 41.05亿,6.59,2.22, 1.22亿
 先进数通,300541,12.79,13.03,12.73, 6701手,14.14, 4065手, 865.28万,-49.05%, 9.80亿, --,-0.04, 1.81亿,12.85,0.89%, non, 2636手,2.33%,0.08, 23.46亿,2.13,6.08, 7566.47万
 健帆生物,300529,43.2,44.78,42.81, 2.60万手,47.09, 1.03万手, 1.14亿,-9.09%, 47.55亿,44.2,0.5, 4.18亿,42.81,2.43%, non, 1.56万手,4.60%,0.74, 185.62亿,12.11,3.67, 1.07亿
 幸福蓝海,300528,10,10.23,10, 2.17万手,10.98, 9975手, 2188.32万,-21.30%, 15.34亿,20.89,0.12, 3.73亿,9.98,1.43%, non, 1.17万手,2.30%,0.17, 37.63亿,1.91,5.29, 1.52亿
 中潜股份,300526,12.68,14.04,12.68, 3.18万手,14.04, 1.87万手, 4259.71万,100.00%, 8.40亿,75.96,0.05, 1.71亿,12.76,5.31%, non, 1.30万手,10.66%,0.52, 24.07亿,4.52,3.1, 5981.48万
 博思软件,300525,20.54,20.98,20.32, 3259手,22.61, 1839手, 670.13万,22.54%, 16.20亿, --,-0.18, 1.30亿,20.55,0.42%, non, 1419手,3.21%,0.2, 26.77亿,3.17,6.5, 7843.31万
 辰安科技,300523,64.99,65.8,64.36, 1.16万手,71.5, 4776手, 7553.09万,-82.93%, 66.71亿,85.81,0.38, 1.44亿,65,1.13%, non, 6852手,2.22%,0.94, 93.60亿,10.33,6.29, 1.03亿
 世名科技,300522,20.1,20.59,20, 2.11万手,22.09, 1.00万手, 4283.63万,28.72%, 10.49亿,39.05,0.13, 1.21亿,20.08,4.14%, non, 1.10万手,2.94%,0.64, 24.91亿,4.09,5.04, 5094.54万
 科大国创,300520,19.07,19.28,18.71, 3.17万手,20.98, 1.71万手, 6009.22万,26.71%, 21.35亿,1837.57,0, 2.02亿,19.07,2.81%, non, 1.46万手,2.99%,0.88, 38.35亿,6.8,2.79, 1.13亿
 新光药业,300519,18.68,19.28,18.55, 2.13万手,20.35, 1.13万手, 4018.99万,66.83%, 18.54亿,22.78,0.21, 1.60亿,18.5,2.15%, non, 1.00万手,3.95%,2.07, 30.03亿,4.07,4.62, 9880.00万
